000001,40101010
000002,60201030
000008,20304010
000009,20105010
000012,15102010
000016,25201010
000021,45203020
000024,60201030
000027,55105010
000029,60201030
000031,60201030
000036,60201010
000039,20106020
000046,40201020
000059,15101010
000060,15104020
000061,30101030
000063,45201020
000066,45202030
000068,45203015
000069,60201030
000088,20305020
000089,20305010
000096,10102030
000099,20301010
000100,45203010
000156,50201030
000157,20106010
000166,40203020
000301,15101010
000333,25201040
000338,20106010
000400,20104020
000401,15102010
000402,60201030
000406,#N/A N/A
000408,15101030
000410,20106020
000413,45203015
000415,20107010
000420,15101010
000422,15101030
000423,35202010
000425,20106010
000429,20305020
000488,15105020
000498,20103010
000503,35102010
000507,20305030
000511,20104010
000518,35201010
000520,20303010
000527,#N/A N/A
000528,20106010
000533,20104010
000536,45203010
000538,35202010
000539,55105010
000540,60201030
000541,20104010
000543,55105010
000550,25102010
000553,15101030
000555,45102010
000559,25101010
000562,40203020
000568,30201020
000571,10102050
000572,25102010
000573,60201030
000581,25101010
000596,30201020
000598,55104010
000601,55105010
000607,50201010
000612,15104010
000617,40101010
000618,#N/A N/A
000623,35202010
000625,25102010
000627,40301020
000629,15104050
000630,15104025
000631,60201030
000636,45203015
000651,25201040
000652,20107010
000656,60201030
000659,15103010
000661,35202010
000666,20106020
000667,60201030
000671,60201030
000680,20106010
000682,20104010
000685,55104010
000686,40203020
000690,55105010
000698,15101010
000703,15101010
000707,15101010
000708,15104050
000709,15104050
000712,40203020
000717,15104050
000718,60201010
000723,15104050
000725,45203015
000726,25203030
000727,45202030
000728,40203020
000729,30201010
000733,45203015
000735,30202030
000737,15104025
000738,20101010
000750,40203020
000751,15104020
000755,20305020
000758,15104020
000761,15104050
000763,#N/A N/A
000767,55105010
000768,20101010
000776,40203020
000778,15104050
000780,10102050
000783,40203020
000786,20102010
000792,15101030
000793,50201040
000800,20106010
000806,20104010
000807,15104010
000817,#N/A N/A
000822,15101010
000823,45203015
000825,15104050
000826,20201050
000828,20305020
000829,45203030
000831,15104020
000839,50201030
000858,30201020
000860,30201020
000866,#N/A N/A
000869,30201020
000875,55105010
000876,30202010
000877,15102010
000878,15104025
000883,55105010
000886,60201030
000895,30202030
000897,60201030
000898,15104050
000900,20305020
000912,15101030
000916,20305020
000917,50201010
000920,15101010
000927,20305020
000930,15101050
000932,15104050
000933,15104020
000937,10102050
000938,45203030
000939,55105020
000949,15101010
000951,20106010
000956,#N/A N/A
000959,15104050
000960,15104020
000961,60201030
000962,15104020
000963,35102010
000968,10102050
000969,15104020
000970,45203015
000975,15104020
000977,45202030
000983,10102050
000997,45103010
000999,35202010
001289,55105020
001872,20305030
001965,20305020
001979,60201030
002001,35202010
002007,35201010
002008,20106020
002010,15101050
002024,25504020
002027,50201010
002028,20104010
002032,25201040
002038,35201010
002044,35102015
002049,45301020
002050,20106020
002051,20103010
002064,15101010
002065,45102010
002069,30202030
002073,20106020
002074,20104010
002078,15105020
002081,20103010
002083,25203030
002085,25101010
002092,15101010
002097,20106010
002106,45203015
002110,15104050
002120,20301010
002122,20106020
002128,10102050
002129,45301010
002131,50201010
002142,40101015
002146,60201030
002152,45202030
002153,45103010
002155,15104020
002157,30202010
002174,50202020
002179,45203015
002180,45202030
002183,20201070
002194,45201020
002195,45103010
002202,20104020
002230,45103010
002236,45203010
002241,45203020
002242,25201040
002244,60201030
002252,35201010
002269,25203010
002271,15102010
002292,25202010
002294,35202010
002299,30202030
002304,30201020
002310,20103010
002311,30202030
002344,60201020
002352,20301010
002353,10101020
002371,45301010
002375,25302020
002378,15104020
002384,45203015
002385,30202010
002399,35202010
002400,50201010
002405,45103010
002410,45103010
002411,15101020
002414,45203010
002415,45203010
002416,45203030
002422,35202010
002424,35202010
002426,45203015
002429,25201010
002431,20103010
002450,15101010
002456,45203015
002459,45301020
002460,15101050
002463,45203015
002465,45201020
002466,15101050
002468,20301010
002470,15101030
002475,45203015
002493,15101010
002498,20104010
002500,40203020
002508,25201040
002555,50202020
002558,50202020
002568,30201020
002570,30202030
002572,25201020
002594,25102010
002600,45203015
002601,15101010
002602,50202020
002603,35202010
002607,25302010
002608,55101010
002624,50202020
002625,20101010
002648,15101010
002653,35202010
002673,40203020
002709,15101010
002714,30202030
002736,40203020
002739,50202010
002756,15104050
002773,35202010
002791,20102010
002797,40203020
002812,15101010
002821,35202010
002831,15103020
002839,40101015
002841,45203015
002916,45203015
002920,25101010
002925,25201010
002938,45203015
002939,40203020
002945,40203020
002958,40101015
003816,55105010
300002,45102010
300003,35101010
300014,20104010
300015,35102020
300017,45102030
300024,20106020
300027,50202010
300033,40203040
300058,50201010
300059,40203040
300070,20201050
300072,15101010
300085,45103010
300104,50202010
300122,35201010
300124,20106020
300133,50202010
300136,45201020
300142,35201010
300144,25301030
300146,30302010
300168,45102010
300182,50202010
300207,20104010
300223,45301020
300251,50202010
300274,20104010
300296,45203010
300308,45201020
300315,50202020
300316,45301010
300347,35203010
300408,45203015
300413,50202010
300433,45203015
300450,20106020
300454,45103020
300496,45103010
300498,30202030
300529,35101010
300558,35202010
300595,35101020
300601,35201010
300628,45201020
300661,45301020
300676,35201010
300677,35101020
300750,20104010
300751,45301010
300759,35203010
300760,35101010
300763,20104010
300769,15101010
300782,45203015
300866,45202030
300888,35101020
300896,35201010
300919,15101050
300957,30302010
300979,25203020
300999,30202030
301269,45103020
600000,40101010
600001,#N/A N/A
600002,#N/A N/A
600003,#N/A N/A
600004,20305010
600005,15104050
600006,25102010
600007,60201020
600008,55104010
600009,20305010
600010,15104050
600011,55105010
600012,20305020
600015,40101010
600016,40101010
600017,20305030
600018,20305030
600019,15104050
600020,20305020
600021,55105010
600022,15104050
600023,55105010
600025,55105020
600026,10102040
600027,55105010
600028,10102010
600029,20302010
600030,40203020
600031,20106010
600033,20305020
600035,20305020
600036,40101010
600037,50201030
600038,20101010
600039,20103010
600048,60201030
600050,50102010
600057,20301010
600058,20107010
600060,25201010
600061,40203020
600062,35202010
600066,20106010
600068,20103010
600073,30202030
600074,45203010
600078,15101030
600079,35202010
600085,35202010
600087,10102040
600088,50202010
600089,20104010
600091,15101010
600096,15101030
600098,10102040
600100,45202030
600102,#N/A N/A
600103,15105020
600104,25102010
600108,30202010
600109,40203020
600110,20104010
600111,15104020
600115,20302010
600117,15104050
600118,20101010
600121,10102050
600123,10102050
600125,20304010
600126,15104050
600132,30201010
600135,15101010
600138,25301020
600143,15101010
600150,20106010
600151,25101010
600153,20107010
600157,55105010
600158,60201030
600160,15101010
600161,35201010
600166,25102010
600169,20106010
600170,20103010
600171,45301020
600176,15102010
600177,60201030
600183,45203015
600188,10102050
600190,20305030
600196,35202010
600198,45201020
600200,35202010
600205,#N/A N/A
600207,45203015
600208,60201010
600210,15103010
600215,60201030
600216,35202010
600219,15104010
600220,25203030
600221,20302010
600231,15104050
600233,20301010
600236,55105010
600239,60201030
600246,60201030
600251,30202010
600252,35202010
600256,10102010
600259,15104020
600266,60201030
600267,35202010
600269,20305020
600270,20301010
600271,45103020
600276,35202010
600277,15101010
600282,15104050
600296,#N/A N/A
600297,25504050
600299,15101010
600300,30202030
600307,15104050
600308,15105020
600309,15101050
600312,20104010
600315,30302010
600316,20101010
600317,20305030
600320,20106010
600325,60201030
600331,15104020
600332,35102010
600333,55102010
600339,10101020
600340,60201010
600346,15101010
600348,10102050
600350,20305020
600352,15101050
600357,#N/A N/A
600361,30101040
600362,15104025
600369,40203020
600372,20101010
600373,50201040
600376,60201030
600377,20305020
600380,35202010
600383,60201030
600390,40203020
600395,10102050
600398,25504010
600399,15104050
600403,10102050
600406,20104020
600408,15104050
600410,45102010
600415,25503030
600418,25102010
600426,15101030
600428,20303010
600432,15104020
600436,35202010
600438,45301020
600446,45103010
600456,15104050
600460,45301020
600481,20106020
600482,20106010
600485,45201020
600487,45201020
600489,15104030
600497,15104020
600498,45201020
600500,20107010
600501,20106010
600508,10102050
600515,60201010
600516,20104010
600517,20104010
600518,35202010
600519,30201020
600521,35202010
600522,20104010
600528,20103010
600535,35202010
600546,20107010
600547,15104030
600548,20305020
600549,15104020
600550,20104020
600566,35202010
600569,15104050
600570,45103010
600578,55105010
600581,15104050
600582,20106020
600583,10101020
600584,45301020
600585,15102010
600588,45103010
600591,#N/A N/A
600595,15104010
600596,15101020
600597,30202030
600598,30202010
600600,30201010
600601,45202030
600602,45102030
600606,60201030
600608,15104050
600611,20304040
600616,30201020
600621,40203020
600627,#N/A N/A
600628,35202010
600630,25203010
600631,#N/A N/A
600633,50202020
600635,55102010
600637,50201030
600638,60201010
600639,60201010
600642,55105010
600643,40201020
600648,20107010
600649,60201030
600652,50202020
600653,25501010
600654,45203010
600655,25504040
600657,60201030
600660,25101010
600662,20202010
600663,60201010
600664,35202010
600666,20106020
600674,55105020
600675,60201030
600682,35102015
600685,20106010
600688,15101010
600690,25201040
600694,25503030
600703,45301020
600704,25501010
600705,40201020
600707,45203015
600717,20305030
600718,45103010
600724,15102010
600726,55105010
600732,45301020
600733,25102010
600737,30202030
600739,25501010
600740,15104050
600741,25101010
600744,55105010
600745,45203020
600747,45203015
600748,60201030
600754,25301020
600760,20101010
600761,20106010
600763,35102015
600770,45301020
600779,30201020
600780,55105010
600782,15104050
600783,15101050
600786,#N/A N/A
600787,20301010
600790,60201010
600795,55105010
600797,45102010
600803,55102010
600804,50101010
600805,20105010
600808,15104050
600809,30201020
600811,20107010
600812,35202010
600816,40203010
600820,20103010
600823,60201030
600827,30101030
600832,25301020
600834,20304010
600835,20106020
600837,40203020
600839,25201010
600845,45103010
600848,60201030
600851,35202010
600854,25201040
600859,25503030
600863,55105010
600866,30202030
600867,35202010
600868,55105020
600871,10101020
600872,30202030
600873,30202030
600874,20201050
600875,20104020
600879,20101010
600880,50201040
600881,15102010
600884,15101050
600886,55105010
600887,30202030
600893,20101010
600894,20106020
600895,60201010
600900,55105020
600905,55105020
600909,40203020
600918,40203020
600919,40101015
600926,40101015
600928,40101015
600938,10102020
600941,50102010
600958,40203020
600959,50201020
600961,15104020
600968,10101020
600970,20103010
600971,10102050
600977,50202010
600978,25201020
600989,15101020
600997,15104050
600998,35102010
600999,40203020
601001,10102050
601002,20106020
601003,15104050
601005,15104050
601006,20304010
601009,40101015
601012,45301020
601016,55105020
601018,20305030
601021,20302010
601059,40203020
601066,40203020
601077,40101015
601088,10102050
601098,50201040
601099,40203020
601100,20106020
601101,10102050
601106,20106020
601107,20305020
601108,40203020
601111,20302010
601117,20103010
601118,15101010
601127,25102010
601138,45203020
601139,55102010
601155,60201030
601158,55104010
601162,40203020
601163,25101020
601166,40101010
601168,15104020
601169,40101010
601179,20104020
601186,20103010
601198,40203020
601211,40203020
601212,15104020
601216,15101010
601225,10102050
601228,20305030
601229,40101010
601231,45203010
601233,15101010
601236,40203020
601238,25102010
601258,25504050
601268,20106020
601288,40101010
601298,20305030
601299,20106010
601318,40301020
601319,40301040
601328,40101010
601333,20304010
601336,40301020
601360,45103020
601369,20104020
601375,40203020
601377,40203020
601390,20103010
601398,40101010
601519,40203040
601555,40203020
601558,20104020
601566,25203010
601577,40101015
601588,60201030
601600,15104010
601601,40301030
601607,35102010
601608,20106020
601611,20103010
601615,20104020
601618,20103010
601628,40301020
601633,25102010
601658,40101010
601666,10102050
601668,20103010
601669,20103010
601688,40203020
601689,25101010
601696,40203020
601698,50201030
601699,10102050
601717,20106010
601718,20201070
601727,20104020
601728,50101020
601766,20106010
601788,40203020
601799,25101010
601800,20103010
601801,25501010
601808,10101010
601816,20304010
601818,40101010
601828,60201020
601838,40101015
601857,10102010
601865,45301010
601866,20107010
601868,20103010
601872,10102040
601877,20104010
601878,40203020
601881,40203020
601888,25504040
601898,10102050
601899,15104030
601901,40203020
601916,40101010
601918,10102050
601919,20303010
601928,50201040
601929,50201030
601933,30101030
601939,40101010
601958,15104020
601966,25101020
601969,15104050
601985,55105010
601988,40101010
601989,20106010
601990,40203020
601991,55105010
601992,15102010
601995,40203020
601997,40101015
601998,40101010
603000,50201040
603019,45202030
603087,35201010
603156,30202030
603160,45301020
603185,45301010
603195,20104010
603233,30101010
603259,35203010
603260,15101050
603288,30202030
603290,45301020
603338,20106010
603369,30201020
603392,35201010
603486,25201040
603501,45301020
603517,30202030
603658,35101020
603659,15101050
603699,20106020
603799,15104020
603806,45301010
603833,25201020
603858,35202010
603882,35102015
603885,20302010
603899,20201060
603939,30101010
603986,45301020
603993,15104020
605117,20106020
605499,30201030
688005,20104010
688008,45301020
688009,45203010
688012,45301010
688036,45202030
688041,45301020
688065,15101050
688111,45103010
688126,45301010
688169,25201040
688187,20106010
688223,45301020
688256,45301020
688271,35101010
688303,45301010
688363,35201010
688396,45301020
688561,45103020
688599,45301020
688981,45301020
827063Q,#N/A N/A
